OTUID,Genus,Species,Katie's notes,Pete's notes,OTUID,NCBI_top_match,NCBI_percent_identity,Local_database_top_match,Local_database_percent_identity
000033218_HM623793.1_Neolamprologus_longior_,,,,,,,,,
000033217_HM623792.1_Julidochromis_transcriptus_,,,,,,,,,
000033216_HM623791.1_Julidochromis_ornatus_,,,,,,,,,
000033215_HM623790.1_Julidochromis_dickfeldi_,,,,,,,,,
000033214_HM623789.1_Telmatochromis_temporalis_,,,,,,,,,
000033213_HM623788.1_Telmatochromis_temporalis_,,,,,,,,,
000033212_HM623787.1_Telmatochromis_dhonti_,,,,,,,,,
000033211_U07265.1_Tanganicodus_irsacae_,,,,,,,,,
000032283_HM101439.1_Lamprologus_tigripictilis_,,,,,,,,,
000032279_HM101431.1_Lamprologus_tigripictilis__000032282_HM101437.1_Lamprologus_tigripictilis_,,,,,,,,,
000032277_HM101429.1_Lamprologus_tigripictilis_,,,,,,,,,
000032276_HM101426.1_Lamprologus_tigripictilis_,,,,,,,,,
000032275_HM101425.1_Lamprologus_tigripictilis_,,,,,,,,,
000032274_HM101409.1_Lamprologus_tigripictilis_,,,,,,,,,
000032273_HM101420.1_Lamprologus_tigripictilis_,,,,,,,,,
000032272_HM101419.1_Lamprologus_tigripictilis_,,,,,,,,,
000032270_HM101414.1_Lamprologus_tigripictilis__000032271_HM101416.1_Lamprologus_tigripictilis_,,,,,,,,,
000032269_HM101412.1_Lamprologus_tigripictilis_,,,,,,,,,
000032268_HM101410.1_Lamprologus_tigripictilis_,,,,,,,,,
000032267_HM101408.1_Lamprologus_tigripictilis_,,,,,,,,,
000032265_HM101406.1_Lamprologus_tigripictilis__000032266_HM101405.1_Lamprologus_tigripictilis__000032278_HM101430.1_Lamprologus_tigripictilis__000032280_HM101433.1_Lamprologus_tigripictilis__000032281_HM101432.1_Lamprologus_tigripictilis_,,,,,,,,,
000032264_HM101404.1_Lamprologus_tigripictilis_,,,,,,,,,
000032263_HM101403.1_Lamprologus_tigripictilis_,,,,,,,,,
000028700_GQ995818.1_Tropheus_polli_,,,,,,,,,
000028698_GQ995816.1_Tropheus_sp._'Kapampa'_,,,,,,,,,
000028696_GQ995814.1_Tropheus_sp._'Nakaku'_,,,,,,,,,
000028694_GQ995812.1_Tropheus_sp._'Mpimbwe'__000028697_GQ995815.1_Tropheus_sp._'Kirschfleck'_,,,,,,,,,
000028693_GQ995811.1_Tropheus_sp._'Kachese'_,,,,,,,,,
000028692_GQ995810.1_Tropheus_moorii_,,,,,,,,,
000028691_GQ995808.1_Tropheus_duboisi_,,,,,,,,,
000028684_GQ995794.1_Petrochromis_fasciolatus__000028685_GQ995798.1_Petrochromis_fasciolatus__000028686_GQ995799.1_Petrochromis_fasciolatus__000053034_JF900325.1_Petrochromis_fasciolatus_,,,,,,,,,
000028683_GQ995793.1_Petrochromis_fasciolatus_,,,,,,,,,
000028682_GQ995792.1_Simochromis_diagramma_,,,,,,,,,
000028681_GQ995791.1_Simochromis_diagramma_,,,,,,,,,
000028680_GQ995790.1_Simochromis_diagramma_,,,,,,,,,
000028679_GQ995789.1_Pseudosimochromis_marginatus_,,,,,,,,,
000028678_GQ995785.1_Pseudosimochromis_babaulti_,,,,,,,,,
000028677_GQ995784.1_Pseudosimochromis_babaulti_,,,,,,,,,
000028674_GQ995781.1_Pseudosimochromis_pleurospilus_,,,,,,,,,
000028673_GQ995780.1_Pseudosimochromis_pleurospilus__000028675_GQ995782.1_Pseudosimochromis_pleurospilus__000028676_GQ995783.1_Pseudosimochromis_pleurospilus_,,,,,,,,,
000028671_GQ995778.1_Pseudosimochromis_curvifrons_,,,,,,,,,
000028670_GQ995777.1_Pseudosimochromis_curvifrons__000028672_GQ995779.1_Pseudosimochromis_curvifrons_,,,,,,,,,
000028669_GQ995776.1_Pseudosimochromis_curvifrons_,,,,,,,,,
000028665_GQ995772.1_Petrochromis_sp._'macrognathus_rainbow'_,,,,,,,,,
000028664_GQ995771.1_Petrochromis_sp._'macrognathus_rainbow'__000028666_GQ995773.1_Petrochromis_sp._'macrognathus_rainbow'_,,,,,,,,,
000028663_GQ995770.1_Petrochromis_cf._macrognathus_SK-2009_,,,,,,,,,
000028660_GQ995767.1_Petrochromis_cf._polyodon_SK-2009_,,,,,,,,,
000028659_GQ995766.1_Petrochromis_sp._'Texas_Longola'_,,,,,,,,,
000028658_GQ995765.1_Petrochromis_sp._'Moshi_yellow'__000028661_GQ995768.1_Petrochromis_cf._polyodon_SK-2009_,,,,,,,,,
000028657_GQ995764.1_Petrochromis_sp._'Moshi_yellow'_,,,,,,,,,
000028656_GQ995763.1_Petrochromis_sp._'Moshi_yellow'_,,,,,,,,,
000028655_GQ995762.1_Petrochromis_sp._'Moshi_yellow'_,,,,,,,,,
000028654_GQ995759.1_Petrochromis_trewavasae_,,,,,,,,,
000028653_GQ995760.1_Petrochromis_trewavasae_,,,,,,,,,
000028652_GQ995758.1_Petrochromis_sp._'Moshi_yellow'_,,,,,,,,,
000028651_GQ995757.1_Petrochromis_cf._polyodon_SK-2009__000028662_GQ995756.1_Petrochromis_cf._polyodon_SK-2009__000028667_GQ995774.1_Petrochromis_cf._polyodon_SK-2009__000028668_GQ995775.1_Petrochromis_cf._polyodon_SK-2009_,,,,,,,,,
000028648_GQ995749.1_Petrochromis_polyodon__000028650_GQ995755.1_Petrochromis_polyodon_,,,,,,,,,
000028647_GQ995752.1_Petrochromis_polyodon__000028649_GQ995750.1_Petrochromis_polyodon_,,,,,,,,,
000028646_GQ995751.1_Petrochromis_polyodon_,,,,,,,,,
000028645_GQ995748.1_Petrochromis_sp._'Katete'_,,,,,,,,,
000028644_GQ995747.1_Interochromis_loocki_,,,,,,,,,
000028643_GQ995746.1_Interochromis_loocki_,,,,,,,,,
000028641_GQ995742.1_Interochromis_loocki__000028642_GQ995745.1_Interochromis_loocki_,,,,,,,,,
000028640_GQ995741.1_Petrochromis_orthognathus_,,,,,,,,,
000028639_GQ995740.1_Petrochromis_orthognathus_,,,,,,,,,
000028638_GQ995739.1_Petrochromis_orthognathus_,,,,,,,,,
000028637_GQ995738.1_Petrochromis_orthognathus_,,,,,,,,,
000028636_GQ995737.1_Petrochromis_orthognathus_,,,,,,,,,
000028635_GQ995736.1_Petrochromis_trewavasae_,,,,,,,,,
000028633_GQ995734.1_Petrochromis_famula_,,,,,,,,,
000028631_GQ995732.1_Petrochromis_famula_,,,,,,,,,
000028630_GQ995731.1_Petrochromis_famula__000033411_HM135114.1_Petrochromis_famula_,,,,,,,,,
000028629_GQ995730.1_Petrochromis_famula_,,,,,,,,,
000028628_GQ995729.1_Petrochromis_famula__000028632_GQ995733.1_Petrochromis_famula_,,,,,,,,,
000028627_GQ995728.1_Lobochilotes_labiatus_,,,,,,,,,
000028626_GQ995727.1_Lobochilotes_labiatus_,,,,,,,,,
000028625_GQ995725.1_Lobochilotes_labiatus_,,,,,,,,,
000028624_GQ995722.1_Limnotilapia_dardennii_,,,,,,,,,
000028623_GQ995721.1_Gnathochromis_pfefferi_,,,,,,,,,
000028622_GQ995720.1_Gnathochromis_pfefferi_,,,,,,,,,
000027333_GQ167835.1_Cyprichromis_leptosoma__000038880_AB588098.1_Cyprichromis_leptosoma__000038881_AB588099.1_Cyprichromis_leptosoma__000038882_AB588101.1_Cyprichromis_leptosoma_,,,,,,,,,
000027330_GQ167832.1_Bathybates_ferox_,,,,,,,,,
000027329_GQ167831.1_Eretmodus_cyanostictus_,,,,,,,,,
000027318_GQ167820.1_Boulengerochromis_microlepis_,,,,,,,,,
000027308_GQ167810.1_Variabilichromis_moorii__000027331_GQ167833.1_Variabilichromis_moorii_,,,,,,,,,
000027307_GQ167809.1_Tylochromis_sp._J46_,,,,,,,,,
000027280_GQ167782.1_Oreochromis_tanganicae_,,,,,,,,,
000026848_EF679266.1_Telmatochromis_dhonti_,,,,,,,,,
000026847_EF679265.1_Petrochromis_famula_,,,,,,,,,
000026845_EF679263.1_Tropheus_duboisi__000054696_JQ755392.1_Tropheus_duboisi_,,,,,,,,,
000026843_EF679261.1_Telmatochromis_temporalis_,,,,,,,,,
000026842_EF679260.1_Spathodus_marlieri_,,,,,,,,,
000026841_EF679259.1_Simochromis_diagramma_,,,,,,,,,
000026840_EF679258.1_Plecodus_straeleni_,,,,,,,,,
000026838_EF679256.1_Petrochromis_sp._'Moshi'_,,,,,,,,,
000026837_EF679255.1_Perissodus_microlepis_,,,,,,,,,
000026836_EF679254.1_Ophthalmotilapia_heterodonta_,,,,,,,,,
000026835_EF679253.1_Neolamprologus_tretocephalus_,,,,,,,,,
000026833_EF679251.1_Neolamprologus_brichardi_,,,,,,,,,
000026832_EF679250.1_Lobochilotes_labiatus_,,,,,,,,,
000026831_EF679249.1_Limnotilapia_dardennii_,,,,,,,,,
000026828_EF679246.1_Haplotaxodon_microlepis_,,,,,,,,,
000026827_EF679245.1_Gnathochromis_pfefferi_,,,,,,,,,
000026825_EF679243.1_Cyprichromis_leptosoma_,,,,,,,,,
000026824_EF679241.1_Chalinochromis_brichardi_,,,,,,,,,
000026823_EF679240.1_Lamprologus_callipterus_,,,,,,,,,
000026822_EF679239.1_Telmatochromis_bifrenatus_,,,,,,,,,
000026821_EF679238.1_Xenotilapia_leptura_,,,,,,,,,
000026820_EF679237.1_Altolamprologus_compressiceps_,,,,,,,,,
000026818_EF679235.1_Boulengerochromis_microlepis_,,,,,,,,,
000022046_AP009509.1_Tylochromis_polylepis_,,,,,,,,,
000021803_EU753939.1_Ctenochromis_pectoralis_,,,,,,,,,
000021802_EU753938.1_Ctenochromis_pectoralis_,,,,,,,,,
000021799_EU753935.1_Ctenochromis_horei_,,,,,,,,,
000021798_EU753934.1_Astatotilapia_calliptera_,,,,,,,,,
000016833_EF437513.1_Xenochromis_hecqui_,,,,,,,,,
000016832_EF437512.1_Xenochromis_hecqui__000016834_EF437514.1_Xenochromis_hecqui_,,,,,,,,,
000016830_EF437509.1_Perissodus_eccentricus_,,,,,,,,,
000016829_EF437507.1_Perissodus_eccentricus__000016831_EF437510.1_Perissodus_eccentricus_,,,,,,,,,
000016828_EF437506.1_Perissodus_eccentricus_,,,,,,,,,
000016827_EF437505.1_Plecodus_multidentatus_,,,,,,,,,
000016825_EF437503.1_Plecodus_elaviae__000016826_EF437504.1_Plecodus_elaviae_,,,,,,,,,
000016824_EF437502.1_Plecodus_paradoxus_,,,,,,,,,
000016823_EF437501.1_Plecodus_paradoxus_,,,,,,,,,
000016822_EF437500.1_Plecodus_paradoxus_,,,,,,,,,
000016821_EF437499.1_Plecodus_paradoxus_,,,,,,,,,
000016819_EF437496.1_Haplotaxodon_microlepis_,,,,,,,,,
000016818_EF437495.1_Haplotaxodon_microlepis_,,,,,,,,,
000016812_EF437488.1_Haplotaxodon_trifasciatus_,,,,,,,,,
000016811_EF437487.1_Haplotaxodon_trifasciatus__000016813_EF437490.1_Haplotaxodon_trifasciatus__000016814_EF437491.1_Haplotaxodon_trifasciatus__000016815_EF437492.1_Haplotaxodon_trifasciatus_,,,,,,,,,
000016809_EF437484.1_Perissodus_microlepis_,,,,,,,,,
000016808_EF437483.1_Perissodus_microlepis__000016810_EF437485.1_Perissodus_microlepis_,,,,,,,,,
000016806_EF437481.1_Plecodus_straeleni_,,,,,,,,,
000016805_EF437480.1_Plecodus_straeleni_,,,,,,,,,
000016804_EF437479.1_Plecodus_straeleni__000016807_EF437482.1_Plecodus_straeleni_,,,,,,,,,
000016803_EF437478.1_Plecodus_straeleni_,,,,,,,,,
000016802_EF437477.1_Perissodus_cf._eccentricus_Kampemba-1881_,,,,,,,,,
000016801_EF437476.1_Neolamprologus_devosi_,,,,,,,,,
000015956_EF462273.1_Lepidiolamprologus_attenuatus__000015957_EF462274.1_Lepidiolamprologus_attenuatus_,,,,,,,,,
000015955_EF462272.1_Neolamprologus_caudopunctatus_,,,,,,,,,
000015953_EF462270.1_Lepidiolamprologus_nkambae_,,,,,,,,,
000015952_EF462269.1_Lepidiolamprologus_kendalli_,,,,,,,,,
000015950_EF462267.1_Lepidiolamprologus_elongatus__000015951_EF462268.1_Lepidiolamprologus_elongatus_,,,,,,,,,
000015949_EF462266.1_Neolamprologus_multifasciatus_,,,,,,,,,
000015947_EF462264.1_Neolamprologus_brevis_,,,,,,,,,
000015946_EF462263.1_Neolamprologus_brevis_,,,,,,,,,
000015945_EF462262.1_Neolamprologus_brevis_,,,,,,,,,
000015944_EF462261.1_Neolamprologus_similis_,,,,,,,,,
000015943_EF462260.1_Lamprologus_ornatipinnis_,,,,,,,,,
000015942_EF462259.1_Lamprologus_ocellatus_,,,,,,,,,
000015941_EF462258.1_Lamprologus_callipterus_,,,,,,,,,
000015940_EF462256.1_Altolamprologus_calvus_,,,,,,,,,
000015939_EF462255.1_Neolamprologus_fasciatus_,,,,,,,,,
000015938_EF462254.1_Neolamprologus_boulengeri_,,,,,,,,,
000015937_EF462253.1_Neolamprologus_variostigma_,,,,,,,,,
000015936_EF462252.1_Neolamprologus_leloupi_,,,,,,,,,
000015935_EF462251.1_Neolamprologus_leleupi_,,,,,,,,,
000015934_EF462250.1_Neolamprologus_longicaudatus_,,,,,,,,,
000015933_EF462249.1_Neolamprologus_furcifer__000026834_EF679252.1_Neolamprologus_furcifer__000076558_KJ187231.1_Neolamprologus_furcifer__000076559_KJ187232.1_Neolamprologus_furcifer__000076567_KJ187241.1_Neolamprologus_furcifer__000076568_KJ187242.1_Neolamprologus_furcifer_,,,,,,,,,
000015932_EF462248.1_Neolamprologus_prochilus__000033250_HM623825.1_Neolamprologus_prochilus_,,,,,,,,,
000015931_EF462247.1_Neolamprologus_savoryi_,,,,,,,,,
000015930_EF462246.1_Neolamprologus_falcicula_,,,,,,,,,
000015929_EF462245.1_Neolamprologus_brichardi_,,,,,,,,,
000015927_EF462243.1_Neolamprologus_buescheri_,,,,,,,,,
000015925_EF462241.1_Neolamprologus_mondabu__000015926_EF462242.1_Neolamprologus_mondabu_,,,,,,,,,
000015924_EF462240.1_Neolamprologus_bifasciatus_,,,,,,,,,
000015922_EF462238.1_Neolamprologus_pectoralis_,,,,,,,,,
000015921_EF462237.1_Telmatochromis_vittatus_,,,,,,,,,
000015919_EF462234.1_Telmatochromis_temporalis_,,,,,,,,,
000015918_EF462233.1_Neolamprologus_ventralis_,,,,,,,,,
000015917_EF462232.1_Chalinochromis_brichardi_,,,,,,,,,
000015916_EF462231.1_Julidochromis_transcriptus_,,,,,,,,,
000015915_EF462230.1_Julidochromis_dickfeldi_,,,,,,,,,
000015914_EF462229.1_Julidochromis_ornatus_,,,,,,,,,
000015913_EF462228.1_Julidochromis_regani_,,,,,,,,,
000015912_EF462227.1_Julidochromis_marlieri_,,,,,,,,,
000015911_EF462225.1_Neolamprologus_christyi_,,,,,,,,,
000015910_EF462224.1_Neolamprologus_cylindricus__000033248_HM623823.1_Neolamprologus_cylindricus_,,,,,,,,,
000015909_EF462223.1_Neolamprologus_mustax__000033236_HM623811.1_Neolamprologus_mustax_,,,,,,,,,
000015908_EF462219.1_Neolamprologus_tretocephalus_,,,,,,,,,
000015907_EF462217.1_Variabilichromis_moorii_,,,,,,,,,
000014680_AP006015.1_Tropheus_duboisi_,,,,,,,,,
000014679_AP006014.1_Neolamprologus_brichardi_,,,,,,,,,
000014472_EF210777.1_Julidochromis_sp._AM0743_,,,,,,,,,
000014375_EF191125.1_Lamprologus_callipterus_x_Neolamprologus_calliurus_,,,,,,,,,
000014373_EF191122.1_Neolamprologus_caudopunctatus_,,,,,,,,,
000014371_EF191120.1_Neolamprologus_fasciatus_,,,,,,,,,
000014370_EF191119.1_Neolamprologus_fasciatus_,,,,,,,,,
000014368_EF191117.1_Neolamprologus_calliurus_,,,,,,,,,
000014367_EF191116.1_Neolamprologus_wauthioni__000014369_EF191118.1_Neolamprologus_wauthioni_,,,,,,,,,
000014366_EF191115.1_Lamprologus_ocellatus_,,,,,,,,,
000014365_EF191114.1_Lamprologus_ocellatus_,,,,,,,,,
000014364_EF191113.1_Lamprologus_ocellatus_,,,,,,,,,
000014362_EF191111.1_Lamprologus_ornatipinnis__000014363_EF191112.1_Lamprologus_ornatipinnis_,,,,,,,,,
000014361_EF191110.1_Lamprologus_ornatipinnis_,,,,,,,,,
000014360_EF191109.1_Lamprologus_ornatipinnis_,,,,,,,,,
000014359_EF191108.1_Altolamprologus_calvus_,,,,,,,,,
000014358_AF398229.1_Altolamprologus_compressiceps__000014372_EF191121.1_Altolamprologus_compressiceps_,,,,,,,,,
000014357_EF191106.1_Altolamprologus_sp._'shell'_,,,,,,,,,
000014356_EF191105.1_Altolamprologus_compressiceps_,,,,,,,,,
000014354_EF191103.1_Neolamprologus_leloupi__000014355_EF191104.1_Neolamprologus_leloupi_,,,,,,,,,
000014353_EF191102.1_Lamprologus_speciosus_,,,,,,,,,
000014352_EF191101.1_Lamprologus_speciosus_,,,,,,,,,
000014351_EF191100.1_Neolamprologus_similis_,,,,,,,,,
000014350_EF191099.1_Neolamprologus_similis_,,,,,,,,,
000014349_EF191098.1_Lamprologus_meleagris_,,,,,,,,,
000014348_EF191097.1_Lamprologus_meleagris_,,,,,,,,,
000014347_EF191096.1_Neolamprologus_calliurus__000014374_EF191123.1_Neolamprologus_fasciatus_x_Neolamprologus_calliurus_,,,,,,,,,
000014346_EF191095.1_Neolamprologus_brevis_,,,,,,,,,
000014345_EF191094.1_Neolamprologus_brevis_,,,,,,,,,
000014342_EF191091.1_Neolamprologus_multifasciatus_,,,,,,,,,
000014341_EF191090.1_Neolamprologus_multifasciatus__000015948_EF462265.1_Neolamprologus_multifasciatus_,,,,,,,,,
000014340_EF191089.1_Neolamprologus_multifasciatus_,,,,,,,,,
000014338_EF191087.1_Lamprologus_laparogramma__000014339_EF191088.1_Lamprologus_laparogramma__000015961_EF462278.1_Lamprologus_laparogramma_,,,,,,,,,
000014337_EF191086.1_Lamprologus_signatus_,,,,,,,,,
000014336_EF191085.1_Lamprologus_callipterus_,,,,,,,,,
000014335_EF191084.1_Lamprologus_kungweensis_,,,,,,,,,
000014334_DQ093112.1_Neolamprologus_calliurus_,,,,,,,,,
000014333_EF191082.1_Julidochromis_ornatus_,,,,,,,,,
000009586_AY740382.1_Cyprichromis_pavo_,,,,,,,,,
000009585_AY740379.1_Cyprichromis_leptosoma_,,,,,,,,,
000009584_AY740378.1_Paracyprichromis_brieni_,,,,,,,,,
000009582_AY740376.1_Cyprichromis_zonatus__000009583_AY740377.1_Cyprichromis_zonatus_,,,,,,,,,
000009580_AY740374.1_Cyprichromis_zonatus__000009581_AY740375.1_Cyprichromis_zonatus_,,,,,,,,,
000009579_AY740373.1_Cyprichromis_pavo_,,,,,,,,,
000009578_AY740372.1_Cyprichromis_zonatus_,,,,,,,,,
000009577_AY740342.1_Cyprichromis_cf._leptosoma_'yellow'_,,,,,,,,,
000009576_AY740369.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000009575_AY740368.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000009572_AY740363.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000009571_AY740362.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000009569_AY740344.1_Cyprichromis_cf._leptosoma_'gold'_,,,,,,,,,
000009568_AY740356.1_Cyprichromis_cf._leptosoma_'jumbo_tricolor'_,,,,,,,,,
000009567_AY740353.1_Cyprichromis_microlepidotus_,,,,,,,,,
000009566_AY740352.1_Paracyprichromis_brieni_,,,,,,,,,
000009565_AY740351.1_Cyprichromis_microlepidotus_,,,,,,,,,
000009563_AY740349.1_Cyprichromis_microlepidotus_,,,,,,,,,
000009562_AY740348.1_Cyprichromis_pavo_,,,,,,,,,
000009561_AY740346.1_Cyprichromis_microlepidotus_,,,,,,,,,
000009560_AY740343.1_Cyprichromis_leptosoma_,,,,,,,,,
000009559_AY740340.1_Cyprichromis_cf._leptosoma_'jumbo'__000009564_AY740350.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000009558_AY740339.1_Paracyprichromis_nigripinnis_,,,,,,,,,
000009556_AY740335.1_Cyprichromis_cf._leptosoma_'yellow'__000009570_AY740359.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000009555_AY740334.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000009395_AY337795.1_Callochromis_macrops_,,,,,,,,,
000009394_AY337794.1_Xenotilapia_flavipinnis_,,,,,,,,,
000009393_AY337793.1_Xenotilapia_rotundiventralis_,,,,,,,,,
000009392_AY337792.1_Lestradea_stappersii_,,,,,,,,,
000009391_AY337791.1_Cardiopharynx_schoutedeni_,,,,,,,,,
000009390_AY337790.1_Ectodus_descampsii_,,,,,,,,,
000009389_AY337789.1_Xenotilapia_bathyphila_,,,,,,,,,
000009388_AY337788.1_Xenotilapia_spiloptera_,,,,,,,,,
000009387_AY337787.1_Grammatotria_lemairii_,,,,,,,,,
000009386_AY337786.1_Cyprichromis_leptosoma_,,,,,,,,,
000009385_AY337785.1_Xenotilapia_sima_,,,,,,,,,
000009384_AY337784.1_Xenotilapia_tenuidentata_,,,,,,,,,
000009383_AY337783.1_Ophthalmotilapia_nasuta_,,,,,,,,,
000009382_AY337782.1_Aulonocranus_dewindti_,,,,,,,,,
000009381_AY337781.1_Cyathopharynx_furcifer_,,,,,,,,,
000009380_AY337780.1_Cunningtonia_longiventralis_,,,,,,,,,
000009379_AY337779.1_Xenotilapia_longispinis_,,,,,,,,,
000009378_AY337778.1_Xenotilapia_longispinis_,,,,,,,,,
000009377_AY337777.1_Xenotilapia_caudafasciata_,,,,,,,,,
000009376_AY337776.1_Xenotilapia_sp._'papilio_sunflower'_,,,,,,,,,
000009375_AY337775.1_Callochromis_stappersii_,,,,,,,,,
000009374_AY337774.1_Ophthalmotilapia_ventralis_,,,,,,,,,
000009373_AY337773.1_Ophthalmotilapia_boops_,,,,,,,,,
000009372_AY337772.1_Xenotilapia_leptura_,,,,,,,,,
000009371_AY337771.1_Callochromis_pleurospilus_,,,,,,,,,
000009370_AY337770.1_Xenotilapia_melanogenys_,,,,,,,,,
000009368_AY337768.1_Xenotilapia_cf._bathyphila_,,,,,,,,,
000009367_AY337767.1_Xenotilapia_ochrogenys_,,,,,,,,,
000009366_AF398216.1_Limnochromis_auritus_,,,,,,,,,
000009365_AY337765.1_Lestradea_perspicax_,,,,,,,,,
000005715_AF305279.1_Astatotilapia_calliptera__000005716_AF305278.1_Astatotilapia_calliptera__000032698_GU946219.1_Astatotilapia_calliptera_,,,,,,,,,
000005714_AF305277.1_Astatotilapia_calliptera_,,,,,,,,,
000005433_AF317273.1_Ectodus_descampsii_,,,,,,,,,
000005432_AF317272.1_Lamprologus_congoensis_,,,,,,,,,
000005429_AF317268.1_Trematocara_unimaculatum__000026826_EF679244.1_Eretmodus_cyanostictus_,,,,,,,,,
000005428_AF317267.1_Spathodus_erythrodon_,,,,,,,,,
000005426_AF317265.1_Perissodus_microlepis_,,,,,,,,,
000005403_AF317240.1_Oreochromis_tanganicae_,,,,,,,,,
000005392_AF317229.1_Boulengerochromis_microlepis_,,,,,,,,,
000005088_AF398227.1_Neolamprologus_brichardi__000015928_EF462244.1_Neolamprologus_pulcher__000033220_HM623795.1_Neolamprologus_pulcher_,,,,,,,,,
000005087_AF398226.1_Lamprologus_callipterus_,,,,,,,,,
000005086_AF398224.1_Cyprichromis_leptosoma__000009557_AY740338.1_Cyprichromis_cf._leptosoma_'blue'_,,,,,,,,,
000005085_AF398223.1_Paracyprichromis_brieni_,,,,,,,,,
000005084_AF398222.1_Perissodus_microlepis_,,,,,,,,,
000005083_AF398221.1_Plecodus_straeleni_,,,,,,,,,
000005082_AF398215.1_Tylochromis_polylepis_,,,,,,,,,
000003994_AY740396.1_Telmatochromis_vittatus_,,,,,,,,,
000003993_AY740395.1_Neolamprologus_pulcher_,,,,,,,,,
000003992_AY740394.1_Neolamprologus_sp._'Palmeri'_,,,,,,,,,
000003991_AY740393.1_Neolamprologus_olivaceous_,,,,,,,,,
000003990_AY740392.1_Neolamprologus_nigriventris__000015923_EF462239.1_Neolamprologus_nigriventris_,,,,,,,,,
000003989_AY740391.1_Neolamprologus_niger_,,,,,,,,,
000003988_AY740390.1_Neolamprologus_marunguensis__000033232_HM623807.1_Neolamprologus_savoryi_,,,,,,,,,
000003987_AY740388.1_Neolamprologus_caudopunctatus_,,,,,,,,,
000003986_AY740386.1_Lamprologus_lemairii_,,,,,,,,,
000003985_AY740385.1_Lamprologus_congoensis_,,,,,,,,,
000003982_AY740358.1_Cyprichromis_pavo_,,,,,,,,,
000003981_AY740345.1_Cyprichromis_cf._leptosoma_'jumbo_tricolor'__000009573_AY740364.1_Cyprichromis_cf._leptosoma_'jumbo'__000009574_AY740367.1_Cyprichromis_cf._leptosoma_'jumbo'_,,,,,,,,,
000003980_AY740354.1_Cyprichromis_microlepidotus_,,,,,,,,,
000003979_AY740347.1_Cyprichromis_zonatus_,,,,,,,,,
000003917_AB018975.2_Tropheus_moorii_,,,,,,,,,
000003915_AB018973.2_Tylochromis_polylepis_,,,,,,,,,
000003861_AY682546.1_Triglachromis_otostigma__000009369_AF398217.1_Triglachromis_otostigma_,,,,,,,,,
000003860_AY682545.1_Telmatochromis_vittatus_,,,,,,,,,
000003859_AY682544.1_Reganochromis_calliurus_,,,,,,,,,
000003856_AY682538.1_Limnochromis_staneri__000003858_AY682542.1_Limnochromis_staneri_,,,,,,,,,
000003855_AY682536.1_Limnochromis_auritus_,,,,,,,,,
000003854_AY682535.1_Limnochromis_abeelei_,,,,,,,,,
000003852_AY682533.1_Limnochromis_abeelei__000003853_AY682534.1_Limnochromis_abeelei_,,,,,,,,,
000003851_AY682530.1_Haplotaxodon_sp._2025_Mpulungu__000016816_EF437493.1_Haplotaxodon_microlepis__000016817_EF437494.1_Haplotaxodon_microlepis__000016820_EF437498.1_Haplotaxodon_microlepis_,,,,,,,,,
000003850_AY682529.1_Haplotaxodon_microlepis_,,,,,,,,,
000003849_AY682528.1_Greenwoodochromis_christyi_,,,,,,,,,
000003848_AY682527.1_Greenwoodochromis_christyi_,,,,,,,,,
000003846_AY682525.1_Greenwoodochromis_christyi__000003847_AY682526.1_Greenwoodochromis_christyi_,,,,,,,,,
000003844_AY682523.1_Greenwoodochromis_bellcrossi__000003845_AY682524.1_Greenwoodochromis_bellcrossi_,,,,,,,,,
000003842_AY682521.1_Gnathochromis_permaxillaris_,,,,,,,,,
000003841_AY682519.1_Gnathochromis_permaxillaris__000003843_AY682522.1_Gnathochromis_permaxillaris_,,,,,,,,,
000003840_AY682518.1_Gnathochromis_pfefferi_,,,,,,,,,
000003839_AY682517.1_Xenotilapia_melanogenys_,,,,,,,,,
000003838_AY682516.1_Cunningtonia_longiventralis_,,,,,,,,,
000003832_AY682509.1_Baileychromis_centropomoides__000003833_AY682511.1_Baileychromis_centropomoides_,,,,,,,,,
000003759_AB117536.1_Tropheus_duboisi_,,,,,,,,,
000003745_AY663736.1_Bathybates_ferox__000003746_AY663737.1_Bathybates_ferox_,,,,,,,,,
000003744_AY663735.1_Bathybates_hornii_,,,,,,,,,
000003743_AY663734.1_Bathybates_fasciatus_,,,,,,,,,
000003742_AY663733.1_Bathybates_fasciatus__000026819_EF679236.1_Bathybates_fasciatus_,,,,,,,,,
000003741_AY663732.1_Bathybates_fasciatus_,,,,,,,,,
000003739_AY663730.1_Bathybates_leo__000003740_AY663731.1_Bathybates_leo_,,,,,,,,,
000003738_AY663729.1_Bathybates_leo_,,,,,,,,,
000003737_AY663727.1_Bathybates_vittatus_,,,,,,,,,
000003736_AY663726.1_Bathybates_graueri_,,,,,,,,,
000003734_AY663724.1_Bathybates_graueri_,,,,,,,,,
